id,answers,correct_answer,question,edition,json
500,"[""Health"",""Stop"",""Sneeze"",""Explosion""]",0,What does the German word dquotesgesundheitdquotes translate to in English?,Global,"{""id"":""500"",""question"":""What does the German word dquotesgesundheitdquotes translate to in English?"",""correct_answer"":0,""answers"":[""Health"",""Stop"",""Sneeze"",""Explosion""],""edition"":""Global""}"
501,"[""Hopscotch"",""Cornhole"",""Marbles"",""Disc Golf""]",2,What game are you playing if you are a dquotesmibsterdquotes shooting dquotesalleysdquotes at dquotesdead ducksdquotes?,Global,"{""id"":""501"",""question"":""What game are you playing if you are a dquotesmibsterdquotes shooting dquotesalleysdquotes at dquotesdead ducksdquotes?"",""correct_answer"":2,""answers"":[""Hopscotch"",""Cornhole"",""Marbles"",""Disc Golf""],""edition"":""Global""}"
502,"[""B"",""W"",""L"",""Y""]",3,What letter in the American Sign Language alphabet resembles the surfer hand sign meaning dquoteshang loosedquotes?,All,"{""id"":""502"",""question"":""What letter in the American Sign Language alphabet resembles the surfer hand sign meaning dquoteshang loosedquotes?"",""correct_answer"":3,""answers"":[""B"",""W"",""L"",""Y""],""edition"":""All""}"
503,"[""Butterfly"",""Front Crawl"",""Backstroke"",""Breaststroke""]",3,What is the slowest competitive swimming stroke?,Global,"{""id"":""503"",""question"":""What is the slowest competitive swimming stroke?"",""correct_answer"":3,""answers"":[""Butterfly"",""Front Crawl"",""Backstroke"",""Breaststroke""],""edition"":""Global""}"
504,"[""King"",""Twin"",""California King"",""Olympic Queen""]",2,Which of these mattress sizes is the longest?,Global,"{""id"":""504"",""question"":""Which of these mattress sizes is the longest?"",""correct_answer"":2,""answers"":[""King"",""Twin"",""California King"",""Olympic Queen""],""edition"":""Global""}"
505,"[""Yottabyte"",""Kilobyte"",""Petabyte"",""Exabyte""]",0,Which of these sizes of digital information is the largest?,Global,"{""id"":""505"",""question"":""Which of these sizes of digital information is the largest?"",""correct_answer"":0,""answers"":[""Yottabyte"",""Kilobyte"",""Petabyte"",""Exabyte""],""edition"":""Global""}"
506,"[""Spaghetti"",""Linguine"",""Farfalle"",""Macaroni""]",2,What pasta shape's name literally translates to dquotesbutterfliesdquotes?,Global,"{""id"":""506"",""question"":""What pasta shape's name literally translates to dquotesbutterfliesdquotes?"",""correct_answer"":2,""answers"":[""Spaghetti"",""Linguine"",""Farfalle"",""Macaroni""],""edition"":""Global""}"
507,"[""Laps"",""Minutes"",""Miles"",""Cars""]",2,What are there 500 of in the Daytona 500 NASCAR race?,All,"{""id"":""507"",""question"":""What are there 500 of in the Daytona 500 NASCAR race?"",""correct_answer"":2,""answers"":[""Laps"",""Minutes"",""Miles"",""Cars""],""edition"":""All""}"
508,"[""Croatia"",""New Zealand"",""Armenia"",""United States of America""]",0,What UN member nation's capital comes last in alphabetical order?,Global,"{""id"":""508"",""question"":""What UN member nation's capital comes last in alphabetical order?"",""correct_answer"":0,""answers"":[""Croatia"",""New Zealand"",""Armenia"",""United States of America""],""edition"":""Global""}"
509,"[""Lucy"",""Jill"",""Sally"",""Jane""]",2,"What is the name of the little girl in the Dr. Seuss book, dquotesThe Cat in the Hatdquotes?",Global,"{""id"":""509"",""question"":""What is the name of the little girl in the Dr. Seuss book, dquotesThe Cat in the Hatdquotes?"",""correct_answer"":2,""answers"":[""Lucy"",""Jill"",""Sally"",""Jane""],""edition"":""Global""}"
510,"[""Wrath"",""Gluttony"",""Lust"",""Pride""]",3,What is considered the original and most serious of the seven deadly sins?,Global,"{""id"":""510"",""question"":""What is considered the original and most serious of the seven deadly sins?"",""correct_answer"":3,""answers"":[""Wrath"",""Gluttony"",""Lust"",""Pride""],""edition"":""Global""}"
511,"[""Sweeper"",""Blocker"",""Defender"",""Stopper""]",0,"In soccer, what is the name of the position that is the last line of defense before the goalie?",All,"{""id"":""511"",""question"":""In soccer, what is the name of the position that is the last line of defense before the goalie?"",""correct_answer"":0,""answers"":[""Sweeper"",""Blocker"",""Defender"",""Stopper""],""edition"":""All""}"
512,"[""Dressage"",""Croquet"",""Ballet"",""Lacrosse""]",0,"In what sport would you hear the terms dquotespirouettedquotes, dquotescanterdquotes, and dquotespiaffedquotes?",Global,"{""id"":""512"",""question"":""In what sport would you hear the terms dquotespirouettedquotes, dquotescanterdquotes, and dquotespiaffedquotes?"",""correct_answer"":0,""answers"":[""Dressage"",""Croquet"",""Ballet"",""Lacrosse""],""edition"":""Global""}"
513,"[""Bermuda"",""Florida"",""Puerto Rico"",""Jamaica""]",3,Which of these is not a corner of the dquotesBermuda Triangledquotes?,Global,"{""id"":""513"",""question"":""Which of these is not a corner of the dquotesBermuda Triangledquotes?"",""correct_answer"":3,""answers"":[""Bermuda"",""Florida"",""Puerto Rico"",""Jamaica""],""edition"":""Global""}"
514,"[""India"",""Ireland"",""China"",""Australia""]",2,In which of these countries do people drive on the right-hand side of the road?,Global,"{""id"":""514"",""question"":""In which of these countries do people drive on the right-hand side of the road?"",""correct_answer"":2,""answers"":[""India"",""Ireland"",""China"",""Australia""],""edition"":""Global""}"
515,"[""Hammer Throw"",""Shot Put"",""Discus Throw"",""Javelin""]",3,In which of these Olympic throwing sports does the object go the farthest?,Global,"{""id"":""515"",""question"":""In which of these Olympic throwing sports does the object go the farthest?"",""correct_answer"":3,""answers"":[""Hammer Throw"",""Shot Put"",""Discus Throw"",""Javelin""],""edition"":""Global""}"
516,"[""Café"",""Açai"",""Naïve"",""Piñata""]",2,Which of these words has a letter with a dieresis above it?,Global,"{""id"":""516"",""question"":""Which of these words has a letter with a dieresis above it?"",""correct_answer"":2,""answers"":[""Café"",""Açai"",""Naïve"",""Piñata""],""edition"":""Global""}"
517,"[""Rio de Janeiro"",""Chicago"",""Rome"",""San Francisco""]",3,"In what city is Lombard Street, dquotesthe crookedest street in the worlddquotes?",Global,"{""id"":""517"",""question"":""In what city is Lombard Street, dquotesthe crookedest street in the worlddquotes?"",""correct_answer"":3,""answers"":[""Rio de Janeiro"",""Chicago"",""Rome"",""San Francisco""],""edition"":""Global""}"
518,"[""Liberty Island"",""Iceland"",""Angel Island"",""Ellis Island""]",0,On what island is the Statue of Liberty?,All,"{""id"":""518"",""question"":""On what island is the Statue of Liberty?"",""correct_answer"":0,""answers"":[""Liberty Island"",""Iceland"",""Angel Island"",""Ellis Island""],""edition"":""All""}"
519,"[""Algae"",""Dolphins"",""Minnows"",""Krill""]",3,What is the primary food eaten by blue whales?,Global,"{""id"":""519"",""question"":""What is the primary food eaten by blue whales?"",""correct_answer"":3,""answers"":[""Algae"",""Dolphins"",""Minnows"",""Krill""],""edition"":""Global""}"
520,"[""Bill Russell"",""Shaquille O'Neal"",""Kareem Abdul-Jabbar"",""Wilt Chamberlain""]",3,What legendary NBA player is the league's career leader in rebounds?,All,"{""id"":""520"",""question"":""What legendary NBA player is the league's career leader in rebounds?"",""correct_answer"":3,""answers"":[""Bill Russell"",""Shaquille O'Neal"",""Kareem Abdul-Jabbar"",""Wilt Chamberlain""],""edition"":""All""}"
521,"[""Palm Lines"",""Head Bumps"",""Tea Leaves"",""Crystal Balls""]",2,Tasseography is the art of fortune-telling by interpreting what?,Global,"{""id"":""521"",""question"":""Tasseography is the art of fortune-telling by interpreting what?"",""correct_answer"":2,""answers"":[""Palm Lines"",""Head Bumps"",""Tea Leaves"",""Crystal Balls""],""edition"":""Global""}"
522,"[""Oklahoma"",""New York"",""Missouri"",""Indiana""]",2,"What state's capital has the longest name, with 13 letters?",All,"{""id"":""522"",""question"":""What state's capital has the longest name, with 13 letters?"",""correct_answer"":2,""answers"":[""Oklahoma"",""New York"",""Missouri"",""Indiana""],""edition"":""All""}"
523,"[""Burger King"",""KFC"",""Taco Bell"",""Wendy's""]",0,Which of these fast food restaurant chains was founded first?,All,"{""id"":""523"",""question"":""Which of these fast food restaurant chains was founded first?"",""correct_answer"":0,""answers"":[""Burger King"",""KFC"",""Taco Bell"",""Wendy's""],""edition"":""All""}"
524,"[""400 million dollars"",""4 trillion dollars"",""4 billion dollars"",""400 billion dollars""]",0,"Adjusting the 1804 price of $15,000,000 for inflation, about how much money would the Louisiana Purchase cost in 2022?",All,"{""id"":""524"",""question"":""Adjusting the 1804 price of $15,000,000 for inflation, about how much money would the Louisiana Purchase cost in 2022?"",""correct_answer"":0,""answers"":[""400 million dollars"",""4 trillion dollars"",""4 billion dollars"",""400 billion dollars""],""edition"":""All""}"
525,"[""W"",""A"",""K"",""D""]",2,What letter begins the call signs of nearly all US radio stations west of the Mississippi river?,All,"{""id"":""525"",""question"":""What letter begins the call signs of nearly all US radio stations west of the Mississippi river?"",""correct_answer"":2,""answers"":[""W"",""A"",""K"",""D""],""edition"":""All""}"
526,"[""Sophie's Choice"",""Kramer vs. Kramer"",""The Devil Wears Prada"",""The Iron Lady""]",2,For which of these movies did Meryl Streep NOT win an acting Oscar?,All,"{""id"":""526"",""question"":""For which of these movies did Meryl Streep NOT win an acting Oscar?"",""correct_answer"":2,""answers"":[""Sophie's Choice"",""Kramer vs. Kramer"",""The Devil Wears Prada"",""The Iron Lady""],""edition"":""All""}"
527,"[""Andy Warhol"",""Banksy"",""Leonardo da Vinci"",""Pablo Picasso""]",3,What artist has painted the most works that have been stolen?,Global,"{""id"":""527"",""question"":""What artist has painted the most works that have been stolen?"",""correct_answer"":3,""answers"":[""Andy Warhol"",""Banksy"",""Leonardo da Vinci"",""Pablo Picasso""],""edition"":""Global""}"
528,"[""John Paul II"",""Linus"",""Benedict XVI"",""Pius XII""]",2,"Who was pope before Pope Francis, resigning in 2013?",Global,"{""id"":""528"",""question"":""Who was pope before Pope Francis, resigning in 2013?"",""correct_answer"":2,""answers"":[""John Paul II"",""Linus"",""Benedict XVI"",""Pius XII""],""edition"":""Global""}"
529,"[""Lettuce"",""Pickles"",""Tomato"",""Special Sauce""]",2,Which of these is not an ingredient in a McDonald's Big Mac?,Global,"{""id"":""529"",""question"":""Which of these is not an ingredient in a McDonald's Big Mac?"",""correct_answer"":2,""answers"":[""Lettuce"",""Pickles"",""Tomato"",""Special Sauce""],""edition"":""Global""}"
530,"[""Tornado Severity"",""Foot Size"",""Atomic Weight"",""Music Tones""]",0,Which of these does the Fujita Scale measure?,Global,"{""id"":""530"",""question"":""Which of these does the Fujita Scale measure?"",""correct_answer"":0,""answers"":[""Tornado Severity"",""Foot Size"",""Atomic Weight"",""Music Tones""],""edition"":""Global""}"
531,"[""1340"",""60"",""1760"",""2120""]",2,How many yards are in a mile?,Global,"{""id"":""531"",""question"":""How many yards are in a mile?"",""correct_answer"":2,""answers"":[""1340"",""60"",""1760"",""2120""],""edition"":""Global""}"
532,"[""Liberia"",""Namibia"",""Central African Republic"",""Chad""]",0,What African country's capital is named after a US President?,Global,"{""id"":""532"",""question"":""What African country's capital is named after a US President?"",""correct_answer"":0,""answers"":[""Liberia"",""Namibia"",""Central African Republic"",""Chad""],""edition"":""Global""}"
533,"[""Oregon"",""Tennessee"",""New York"",""Massachusetts""]",3,In what state were the Salem witch trials of the late 1600s?,All,"{""id"":""533"",""question"":""In what state were the Salem witch trials of the late 1600s?"",""correct_answer"":3,""answers"":[""Oregon"",""Tennessee"",""New York"",""Massachusetts""],""edition"":""All""}"
534,"[""Tennessee Williams"",""William Shakespeare"",""Edward Albee"",""Arthur Miller""]",0,"Who wrote the Pulitzer Prize-winning play, dquotesA Streetcar Named Desiredquotes?",Global,"{""id"":""534"",""question"":""Who wrote the Pulitzer Prize-winning play, dquotesA Streetcar Named Desiredquotes?"",""correct_answer"":0,""answers"":[""Tennessee Williams"",""William Shakespeare"",""Edward Albee"",""Arthur Miller""],""edition"":""Global""}"
535,"[""Senator"",""Knight"",""Lawyer"",""Horse Trainer""]",2,"In the United States, the term dquotesesquiredquotes is mostly used following the names of people with what profession?",Global,"{""id"":""535"",""question"":""In the United States, the term dquotesesquiredquotes is mostly used following the names of people with what profession?"",""correct_answer"":2,""answers"":[""Senator"",""Knight"",""Lawyer"",""Horse Trainer""],""edition"":""Global""}"
536,"[""Ligament"",""Sinews"",""Tendon"",""Cartilage""]",2,What connective tissues in the body connect muscles to bones?,Global,"{""id"":""536"",""question"":""What connective tissues in the body connect muscles to bones?"",""correct_answer"":2,""answers"":[""Ligament"",""Sinews"",""Tendon"",""Cartilage""],""edition"":""Global""}"
537,"[""1776"",""1800"",""1781"",""1789""]",3,In what year did George Washington get inaugurated as the first president of the United States?,Global,"{""id"":""537"",""question"":""In what year did George Washington get inaugurated as the first president of the United States?"",""correct_answer"":3,""answers"":[""1776"",""1800"",""1781"",""1789""],""edition"":""Global""}"
538,"[""4'11dquotes"",""4'3dquotes"",""5'2dquotes"",""5'7dquotes""]",3,How tall was Napoleon Bonaparte?,All,"{""id"":""538"",""question"":""How tall was Napoleon Bonaparte?"",""correct_answer"":3,""answers"":[""4'11dquotes"",""4'3dquotes"",""5'2dquotes"",""5'7dquotes""],""edition"":""All""}"
539,"[""France"",""China"",""Czechoslovakia"",""Canada""]",2,"From what country was the first non-American, non-Russian person in space?",Global,"{""id"":""539"",""question"":""From what country was the first non-American, non-Russian person in space?"",""correct_answer"":2,""answers"":[""France"",""China"",""Czechoslovakia"",""Canada""],""edition"":""Global""}"
